elf_sha256=d791c8042d2ed0ceae4eecbd94782e0cb29c2c3e791c6bd00601007b13b7488d
payload_bytes=25025 payload_sha256=ae25427c2b468c8f36df094df5be611f128db78f6e616a0ec762665105d1fdc9 transport=http
WIFI READY 192.168.169.176 80 i2s=gpio13,18,21,25 heap_free=117268
LOADED bytes=25025 pixels=452 heap=35260 us=10283
transfer_seconds=0.390
LOADED bytes=25025 pixels=452 heap=35452 us=9402
transfer_seconds=0.157
LOADED bytes=25025 pixels=452 heap=35452 us=10757
transfer_seconds=0.171
VERIFIED HTTP authorization rejection
REJECT Version
REJECT Limit
REJECT Checksum
VERIFIED concurrent HTTP upload rejection
VERIFIED interrupted HTTP upload disconnect
FRAME 58986111 1343713600 2800 0 0
FRAME 66000000 2491043852 5341 0 0
FRAME 104166666 3459375601 2348 0 0
FRAME 249753832 3459375601 348 0 0
FRAME 0 3459375601 2365 0 0
FRAME 0 3459375601 2357 0 0
FRAME 49652777 3459375601 2399 0 0
FRAME 49659722 3459375601 2339 0 0
FRAME 58319444 1758088845 2563 0 0
FRAME 58680555 2337628906 2620 0 0
FRAME 58986111 1343713600 2763 0 0
FRAME 66000000 2491043852 5346 0 0
FRAME 104166666 3459375601 2348 0 0
FRAME 249753832 3459375601 452 0 0
FRAME 0 3459375601 3116 0 0
VERIFIED 200 frames; zero evaluation allocations
PLAYBACK core=1 frames=120 missed=45 eval_avg_us=1964 eval_max_us=2352 encode_avg_us=2477 encode_max_us=2865 dma_wait_avg_us=1230 dma_wait_max_us=2004 total_avg_us=29704 total_max_us=97885 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1871 eval_max_us=2395 encode_avg_us=2467 encode_max_us=2886 dma_wait_avg_us=1934 dma_wait_max_us=2125 total_avg_us=6334 total_max_us=6476 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1873 eval_max_us=2365 encode_avg_us=2469 encode_max_us=2925 dma_wait_avg_us=1930 dma_wait_max_us=2231 total_avg_us=6334 total_max_us=6594 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1867 eval_max_us=2305 encode_avg_us=2467 encode_max_us=2877 dma_wait_avg_us=1944 dma_wait_max_us=2450 total_avg_us=6339 total_max_us=6856 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1870 eval_max_us=2355 encode_avg_us=2461 encode_max_us=2849 dma_wait_avg_us=1941 dma_wait_max_us=1989 total_avg_us=6332 total_max_us=6395 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1857 eval_max_us=2356 encode_avg_us=2468 encode_max_us=2898 dma_wait_avg_us=1950 dma_wait_max_us=2399 total_avg_us=6336 total_max_us=6790 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1849 eval_max_us=2304 encode_avg_us=2465 encode_max_us=2891 dma_wait_avg_us=1961 dma_wait_max_us=2410 total_avg_us=6338 total_max_us=6743 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1848 eval_max_us=2291 encode_avg_us=2468 encode_max_us=2908 dma_wait_avg_us=1958 dma_wait_max_us=2329 total_avg_us=6334 total_max_us=6661 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1851 eval_max_us=2322 encode_avg_us=2470 encode_max_us=2902 dma_wait_avg_us=1953 dma_wait_max_us=2358 total_avg_us=6337 total_max_us=6693 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1848 eval_max_us=2292 encode_avg_us=2471 encode_max_us=2898 dma_wait_avg_us=1955 dma_wait_max_us=2396 total_avg_us=6335 total_max_us=6734 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1846 eval_max_us=2326 encode_avg_us=2463 encode_max_us=2894 dma_wait_avg_us=1964 dma_wait_max_us=2183 total_avg_us=6334 total_max_us=6524 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1854 eval_max_us=2374 encode_avg_us=2466 encode_max_us=2883 dma_wait_avg_us=1955 dma_wait_max_us=2380 total_avg_us=6337 total_max_us=6721 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1851 eval_max_us=2328 encode_avg_us=2468 encode_max_us=2892 dma_wait_avg_us=1952 dma_wait_max_us=2016 total_avg_us=6334 total_max_us=6460 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1844 eval_max_us=2327 encode_avg_us=2465 encode_max_us=2883 dma_wait_avg_us=1965 dma_wait_max_us=2240 total_avg_us=6335 total_max_us=6578 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1854 eval_max_us=2327 encode_avg_us=2475 encode_max_us=2917 dma_wait_avg_us=1944 dma_wait_max_us=2358 total_avg_us=6337 total_max_us=6695 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1848 eval_max_us=2313 encode_avg_us=2469 encode_max_us=2890 dma_wait_avg_us=1954 dma_wait_max_us=2014 total_avg_us=6334 total_max_us=6415 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1847 eval_max_us=2331 encode_avg_us=2467 encode_max_us=2892 dma_wait_avg_us=1957 dma_wait_max_us=2019 total_avg_us=6333 total_max_us=6445 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1849 eval_max_us=2332 encode_avg_us=2466 encode_max_us=2887 dma_wait_avg_us=1963 dma_wait_max_us=2458 total_avg_us=6340 total_max_us=6790 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1847 eval_max_us=2327 encode_avg_us=2464 encode_max_us=2890 dma_wait_avg_us=1959 dma_wait_max_us=2015 total_avg_us=6333 total_max_us=6469 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1843 eval_max_us=2331 encode_avg_us=2463 encode_max_us=2890 dma_wait_avg_us=1969 dma_wait_max_us=2408 total_avg_us=6335 total_max_us=6742 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1847 eval_max_us=2296 encode_avg_us=2464 encode_max_us=2843 dma_wait_avg_us=1964 dma_wait_max_us=2356 total_avg_us=6336 total_max_us=6688 heap_free=81620
PLAYBACK core=1 frames=120 missed=0 eval_avg_us=1845 eval_max_us=2327 encode_avg_us=2465 encode_max_us=2891 dma_wait_avg_us=1961 dma_wait_max_us=2013 total_avg_us=6334 total_max_us=6513 heap_free=81620
